janeiro-Sudoeste Rio Grandense-Campanha Meridional-furto,5
fevereiro-Sudoeste Rio Grandense-Campanha Meridional-estelionato,1
fevereiro-Sudoeste Rio Grandense-Campanha Meridional-furto,5
fevereiro-Sudoeste Rio Grandense-Campanha Meridional-roubo,3
marco-Sudoeste Rio Grandense-Campanha Meridional-furto,9
abril-Sudoeste Rio Grandense-Campanha Meridional-furto,5
maio-Sudoeste Rio Grandense-Campanha Meridional-furto,5
junho-Sudoeste Rio Grandense-Campanha Meridional-trafico de drogas,1
junho-Sudoeste Rio Grandense-Campanha Meridional-furto,9
junho-Sudoeste Rio Grandense-Campanha Meridional-roubo,1
julho-Sudoeste Rio Grandense-Campanha Meridional-estelionato,1
julho-Sudoeste Rio Grandense-Campanha Meridional-furto,5
agosto-Sudoeste Rio Grandense-Campanha Meridional-furto,3
setembro-Sudoeste Rio Grandense-Campanha Meridional-furto,7
outubro-Sudoeste Rio Grandense-Campanha Meridional-furto,4
dezembro-Sudoeste Rio Grandense-Campanha Meridional-furto,13
janeiro-Noroeste Rio Grandense-Passo Fundo-furto,3
fevereiro-Noroeste Rio Grandense-Passo Fundo-furto,7
marco-Noroeste Rio Grandense-Passo Fundo-furto,4
abril-Noroeste Rio Grandense-Passo Fundo-furto,7
maio-Noroeste Rio Grandense-Passo Fundo-furto,9
maio-Noroeste Rio Grandense-Passo Fundo-roubo,1
junho-Noroeste Rio Grandense-Passo Fundo-estelionato,1
junho-Noroeste Rio Grandense-Passo Fundo-furto,2
junho-Noroeste Rio Grandense-Passo Fundo-roubo,1
julho-Noroeste Rio Grandense-Passo Fundo-furto,1
julho-Noroeste Rio Grandense-Passo Fundo-furto,2
agosto-Noroeste Rio Grandense-Passo Fundo-furto,3
agosto-Noroeste Rio Grandense-Passo Fundo-roubo,1
setembro-Noroeste Rio Grandense-Passo Fundo-furto,2
outubro-Noroeste Rio Grandense-Passo Fundo-furto,1
novembro-Noroeste Rio Grandense-Passo Fundo-furto,2
novembro-Noroeste Rio Grandense-Passo Fundo-roubo,1
novembro-Noroeste Rio Grandense-Passo Fundo-roubo,1
dezembro-Noroeste Rio Grandense-Passo Fundo-furto,5
janeiro-Centro Ocidental Rio Grandense-Restinga Seca-estelionato,1
janeiro-Centro Ocidental Rio Grandense-Restinga Seca-furto,2
janeiro-Centro Ocidental Rio Grandense-Restinga Seca-furto,13
fevereiro-Centro Ocidental Rio Grandense-Restinga Seca-estelionato,2
fevereiro-Centro Ocidental Rio Grandense-Restinga Seca-furto,11
marco-Centro Ocidental Rio Grandense-Restinga Seca-trafico de drogas,1
marco-Centro Ocidental Rio Grandense-Restinga Seca-estelionato,1
marco-Centro Ocidental Rio Grandense-Restinga Seca-furto,13
marco-Centro Ocidental Rio Grandense-Restinga Seca-roubo,2
abril-Centro Ocidental Rio Grandense-Restinga Seca-posse de drogas,1
abril-Centro Ocidental Rio Grandense-Restinga Seca-furto,8
abril-Centro Ocidental Rio Grandense-Restinga Seca-roubo,1
maio-Centro Ocidental Rio Grandense-Restinga Seca-furto,2
maio-Centro Ocidental Rio Grandense-Restinga Seca-furto,26
maio-Centro Ocidental Rio Grandense-Restinga Seca-roubo,1
junho-Centro Ocidental Rio Grandense-Restinga Seca-posse de drogas,2
junho-Centro Ocidental Rio Grandense-Restinga Seca-furto,2
junho-Centro Ocidental Rio Grandense-Restinga Seca-furto,15
julho-Centro Ocidental Rio Grandense-Restinga Seca-estelionato,2
julho-Centro Ocidental Rio Grandense-Restinga Seca-furto,2
julho-Centro Ocidental Rio Grandense-Restinga Seca-furto,9
agosto-Centro Ocidental Rio Grandense-Restinga Seca-posse de drogas,1
agosto-Centro Ocidental Rio Grandense-Restinga Seca-furto,1
agosto-Centro Ocidental Rio Grandense-Restinga Seca-furto,14
setembro-Centro Ocidental Rio Grandense-Restinga Seca-estelionato,1
setembro-Centro Ocidental Rio Grandense-Restinga Seca-furto,17
outubro-Centro Ocidental Rio Grandense-Restinga Seca-posse de drogas,1
