janeiro-Sudoeste Rio Grandense-Campanha Meridional-furto,4
fevereiro-Sudoeste Rio Grandense-Campanha Meridional-furto,6
marco-Sudoeste Rio Grandense-Campanha Meridional-estelionato,1
marco-Sudoeste Rio Grandense-Campanha Meridional-furto,5
abril-Sudoeste Rio Grandense-Campanha Meridional-estelionato,2
abril-Sudoeste Rio Grandense-Campanha Meridional-furto,4
maio-Sudoeste Rio Grandense-Campanha Meridional-estelionato,1
maio-Sudoeste Rio Grandense-Campanha Meridional-furto,2
junho-Sudoeste Rio Grandense-Campanha Meridional-furto,2
julho-Sudoeste Rio Grandense-Campanha Meridional-estelionato,1
julho-Sudoeste Rio Grandense-Campanha Meridional-furto,4
agosto-Sudoeste Rio Grandense-Campanha Meridional-furto,2
setembro-Sudoeste Rio Grandense-Campanha Meridional-furto,3
outubro-Sudoeste Rio Grandense-Campanha Meridional-estelionato,1
outubro-Sudoeste Rio Grandense-Campanha Meridional-furto,6
outubro-Sudoeste Rio Grandense-Campanha Meridional-roubo,1
novembro-Sudoeste Rio Grandense-Campanha Meridional-estelionato,5
novembro-Sudoeste Rio Grandense-Campanha Meridional-furto,2
dezembro-Sudoeste Rio Grandense-Campanha Meridional-furto,2
janeiro-Noroeste Rio Grandense-Passo Fundo-furto,2
fevereiro-Noroeste Rio Grandense-Passo Fundo-furto,4
marco-Noroeste Rio Grandense-Passo Fundo-furto,4
abril-Noroeste Rio Grandense-Passo Fundo-furto,1
abril-Noroeste Rio Grandense-Passo Fundo-furto,1
maio-Noroeste Rio Grandense-Passo Fundo-furto,2
junho-Noroeste Rio Grandense-Passo Fundo-furto,3
julho-Noroeste Rio Grandense-Passo Fundo-furto,1
julho-Noroeste Rio Grandense-Passo Fundo-furto,3
agosto-Noroeste Rio Grandense-Passo Fundo-furto,2
agosto-Noroeste Rio Grandense-Passo Fundo-furto,3
setembro-Noroeste Rio Grandense-Passo Fundo-furto,9
outubro-Noroeste Rio Grandense-Passo Fundo-furto,1
novembro-Noroeste Rio Grandense-Passo Fundo-trafico de drogas,1
dezembro-Noroeste Rio Grandense-Passo Fundo-furto,1
janeiro-Centro Ocidental Rio Grandense-Restinga Seca-estelionato,1
janeiro-Centro Ocidental Rio Grandense-Restinga Seca-furto,14
fevereiro-Centro Ocidental Rio Grandense-Restinga Seca-estelionato,4
fevereiro-Centro Ocidental Rio Grandense-Restinga Seca-furto,7
marco-Centro Ocidental Rio Grandense-Restinga Seca-estelionato,3
marco-Centro Ocidental Rio Grandense-Restinga Seca-furto,1
marco-Centro Ocidental Rio Grandense-Restinga Seca-furto,19
marco-Centro Ocidental Rio Grandense-Restinga Seca-roubo,2
abril-Centro Ocidental Rio Grandense-Restinga Seca-estelionato,2
abril-Centro Ocidental Rio Grandense-Restinga Seca-furto,18
abril-Centro Ocidental Rio Grandense-Restinga Seca-roubo,3
maio-Centro Ocidental Rio Grandense-Restinga Seca-estelionato,3
maio-Centro Ocidental Rio Grandense-Restinga Seca-furto,1
maio-Centro Ocidental Rio Grandense-Restinga Seca-furto,12
maio-Centro Ocidental Rio Grandense-Restinga Seca-roubo,2
junho-Centro Ocidental Rio Grandense-Restinga Seca-estelionato,2
junho-Centro Ocidental Rio Grandense-Restinga Seca-furto,20
junho-Centro Ocidental Rio Grandense-Restinga Seca-roubo,2
julho-Centro Ocidental Rio Grandense-Restinga Seca-estelionato,1
julho-Centro Ocidental Rio Grandense-Restinga Seca-furto,15
julho-Centro Ocidental Rio Grandense-Restinga Seca-roubo,1
agosto-Centro Ocidental Rio Grandense-Restinga Seca-estelionato,1
agosto-Centro Ocidental Rio Grandense-Restinga Seca-furto,26
agosto-Centro Ocidental Rio Grandense-Restinga Seca-roubo,2
setembro-Centro Ocidental Rio Grandense-Restinga Seca-estelionato,1
setembro-Centro Ocidental Rio Grandense-Restinga Seca-furto,13
setembro-Centro Ocidental Rio Grandense-Restinga Seca-latrocinio,1
setembro-Centro Ocidental Rio Grandense-Restinga Seca-roubo,1
outubro-Centro Ocidental Rio Grandense-Restinga Seca-estelionato,3
outubro-Centro Ocidental Rio Grandense-Restinga Seca-furto,15
novembro-Centro Ocidental Rio Grandense-Restinga Seca-furto,11
novembro-Centro Ocidental Rio Grandense-Restinga Seca-roubo,1
dezembro-Centro Ocidental Rio Grandense-Restinga Seca-estelionato,3
dezembro-Centro Ocidental Rio Grandense-Restinga Seca-furto,10
janeiro-Noroeste Rio Grandense-Ijuí-furto,2
fevereiro-Noroeste Rio Grandense-Ijuí-estelionato,2
fevereiro-Noroeste Rio Grandense-Ijuí-furto,9
marco-Noroeste Rio Grandense-Ijuí-estelionato,1
marco-Noroeste Rio Grandense-Ijuí-furto,1
marco-Noroeste Rio Grandense-Ijuí-furto,2
marco-Noroeste Rio Grandense-Ijuí-roubo,1
abril-Noroeste Rio Grandense-Ijuí-estelionato,2
abril-Noroeste Rio Grandense-Ijuí-furto,3
maio-Noroeste Rio Grandense-Ijuí-furto,1
maio-Noroeste Rio Grandense-Ijuí-furto,4
junho-Noroeste Rio Grandense-Ijuí-estelionato,1
junho-Noroeste Rio Grandense-Ijuí-furto,5
junho-Noroeste Rio Grandense-Ijuí-roubo,1
julho-Noroeste Rio Grandense-Ijuí-estelionato,1
julho-Noroeste Rio Grandense-Ijuí-furto,2
julho-Noroeste Rio Grandense-Ijuí-furto,10
agosto-Noroeste Rio Grandense-Ijuí-estelionato,1
agosto-Noroeste Rio Grandense-Ijuí-furto,4
setembro-Noroeste Rio Grandense-Ijuí-furto,1
setembro-Noroeste Rio Grandense-Ijuí-furto,5
outubro-Noroeste Rio Grandense-Ijuí-furto,8
novembro-Noroeste Rio Grandense-Ijuí-estelionato,1
novembro-Noroeste Rio Grandense-Ijuí-furto,2
dezembro-Noroeste Rio Grandense-Ijuí-furto,5
janeiro-Noroeste Rio Grandense-Santa Rosa-estelionato,1
janeiro-Noroeste Rio Grandense-Santa Rosa-furto,5
fevereiro-Noroeste Rio Grandense-Santa Rosa-furto,7
marco-Noroeste Rio Grandense-Santa Rosa-furto,4
abril-Noroeste Rio Grandense-Santa Rosa-furto,9
maio-Noroeste Rio Grandense-Santa Rosa-furto,8
junho-Noroeste Rio Grandense-Santa Rosa-furto,5
julho-Noroeste Rio Grandense-Santa Rosa-furto,7
